company_name,cik,source_record_id,address_street,address_city,address_state,address_zip,address_country,source_name,website_url,contact_name,contact_email,phone,notes,company_status,stage,one_liner,source_file
ACCURUS BIOSCIENCES,,de1004f4b940823b,,Richmond,CA,,US,biopharmguy_cros,http://accurusbio.com/web/,,,,,,,,biopharmguy_cros_standardized.csv
INTERNATIONAL PROCESS SOLUTIONS,,fb2aaf6d6c7d1028,,San Carlos,CA,,US,biopharmguy_cros,https://ips-us.com/,,,,,,,,biopharmguy_cros_standardized.csv
ACELABIO,,8d6b766de6fd860c,,San Diego,CA,,US,biopharmguy_cros,https://acelabio.com/,,,,,,,,biopharmguy_cros_standardized.csv
ALIVAMAB BIOLOGICS,,051a78968ebf796e,,San Diego,CA,,US,biopharmguy_cros,https://alivamab.com/,,,,,,,,biopharmguy_cros_standardized.csv
ALLELE BIOTECHNOLOGY,,3719529b374e16f5,,San Diego,CA,,US,biopharmguy_cros,https://allelebiotech.com/,,,,,,,,biopharmguy_cros_standardized.csv
ASHA PHARMA,,8946ee496203db6d,,San Diego,CA,,US,biopharmguy_cros,https://ashasd.com/,,,,,,,,biopharmguy_cros_standardized.csv
AXISPHARM,,170a7f3972880fec,,San Diego,CA,,US,biopharmguy_cros,https://axispharm.com/,,,,,,,,biopharmguy_cros_standardized.csv
BIO APPLIED TECHNOLOGIES JOINT,,14dbbfc1befd904b,,San Diego,CA,,US,biopharmguy_cros,http://www.batj.net/,,,,,,,,biopharmguy_cros_standardized.csv
BIOAGILYTIX,,74580c61ea3df24d,,San Diego,CA,,US,biopharmguy_cros,https://www.bioagilytix.com/,,,,,,,,biopharmguy_cros_standardized.csv
BIOLEGACY RESEARCH,,ca4ced6926336e01,,San Diego,CA,,US,biopharmguy_cros,https://biolegacyresearch.com/,,,,,,,,biopharmguy_cros_standardized.csv
CHEMDIV,,471c394289f7a331,,San Diego,CA,,US,biopharmguy_cros,https://www.chemdiv.com/,,,,,,,,biopharmguy_cros_standardized.csv
CLARITY GENOMICS,,d0f301bf984e3ca2,,San Diego,CA,,US,biopharmguy_cros,https://www.clarity-genomics.com/,,,,,,,,biopharmguy_cros_standardized.csv
EAG LABORATORIES,,9f595e2e335540d7,,San Diego,CA,,US,biopharmguy_cros,https://www.eag.com/industry/pharmaceuticals/,,,,,,,,biopharmguy_cros_standardized.csv
EAG LABORATORIES,,9f595e2e335540d7,,San Diego,CA,,US,biopharmguy_cros,https://www.eag.com/industry/pharmaceuticals/,,,,,,,,biopharmguy_cros_standardized.csv
ECLIPSEBIO,,1c3dce7a9962f87b,,San Diego,CA,,US,biopharmguy_cros,https://eclipsebio.com/,,,,,,,,biopharmguy_cros_standardized.csv
EPIGEN BIOSCIENCES,,f553ad2eea8b4190,,San Diego,CA,,US,biopharmguy_cros,https://www.epigenbiosciences.com/,,,,,,,,biopharmguy_cros_standardized.csv
ETON BIOSCIENCE,,6e8a62016ae43e6b,,San Diego,CA,,US,biopharmguy_cros,https://etonbio.com/,,,,,,,,biopharmguy_cros_standardized.csv
EXPERT CHEMICAL ANALYSIS,,cc2be5cd407154da,,San Diego,CA,,US,biopharmguy_cros,http://ecalab.com/,,,,,,,,biopharmguy_cros_standardized.csv
GL TECHNOLOGIES,,399b66538b9ea127,,San Diego,CA,,US,biopharmguy_cros,https://www.gl-tec.com/,,,,,,,,biopharmguy_cros_standardized.csv
IXCELLS BIOTECHNOLOGIES,,511a404b1a4b7474,,San Diego,CA,,US,biopharmguy_cros,https://ixcellsbiotech.com/,,,,,,,,biopharmguy_cros_standardized.csv
KOLIBER BIOSCIENCES,,e19c8094d9bba687,,San Diego,CA,,US,biopharmguy_cros,https://koliberbio.com/,,,,,,,,biopharmguy_cros_standardized.csv
LATITUDE PHARMACEUTICALS,,fc0831586ebb5349,,San Diego,CA,,US,biopharmguy_cros,https://www.latitudepharma.com/,,,,,,,,biopharmguy_cros_standardized.csv
LINNAEUS BIOSCIENCE,,88158c948efae63e,,San Diego,CA,,US,biopharmguy_cros,https://linnaeusbio.com/,,,,,,,,biopharmguy_cros_standardized.csv
MICROBIOLOGICS,,f619896e7d498473,,San Diego,CA,,US,biopharmguy_cros,https://www.microbiologics.com/,,,,,,,,biopharmguy_cros_standardized.csv
MONOCEROS BIOSYSTEMS,,b6d06ab70cbcb33c,,San Diego,CA,,US,biopharmguy_cros,https://monocerosbio.com/,,,,,,,,biopharmguy_cros_standardized.csv
NANOIMAGING SERVICES,,a9e3218c7694b571,,San Diego,CA,,US,biopharmguy_cros,https://www.nanoimagingservices.com/,,,,,,,,biopharmguy_cros_standardized.csv
PHENOVISTA BIOSCIENCES,,56bd8f407dcee6a9,,San Diego,CA,,US,biopharmguy_cros,https://phenovista.com/,,,,,,,,biopharmguy_cros_standardized.csv
SAPIENT BIOANALYTICS,,b2caa416a328a80d,,San Diego,CA,,US,biopharmguy_cros,https://sapient.bio/,,,,,,,,biopharmguy_cros_standardized.csv
SIRENAS,,63f160cb4550654d,,San Diego,CA,,US,biopharmguy_cros,https://sirenasmd.com/,,,,,,,,biopharmguy_cros_standardized.csv
STERIS APPLIED STERILIZATION TECHNOLOGIES,,731f39aa00d0b635,,San Diego,CA,,US,biopharmguy_cros,https://www.steris-ast.com/,,,,,,,,biopharmguy_cros_standardized.csv
TANVEX BIOPHARMA,,aa1f43dc4da24bdd,,San Diego,CA,,US,biopharmguy_cros,http://www.tanvex.com/,,,,,,,,biopharmguy_cros_standardized.csv
THERAPEUTICS INC.,,be5b0a9a93041280,,San Diego,CA,,US,biopharmguy_cros,https://www.therapeuticsinc.com/,,,,,,,,biopharmguy_cros_standardized.csv
ZEFSCI,,952859f120f1ae48,,San Diego,CA,,US,biopharmguy_cros,https://www.zefsci.com/,,,,,,,,biopharmguy_cros_standardized.csv
ALGEN BIOTECHNOLOGIES,,c372fa534e6372e8,,San Francisco,CA,,US,biopharmguy_cros,https://www.algenbio.com/,,,,,,,,biopharmguy_cros_standardized.csv
ICOSAGEN CELL FACTORY,,707813d037bb42f4,,San Francisco,CA,,US,biopharmguy_cros,https://www.icosagen.com/,,,,,,,,biopharmguy_cros_standardized.csv
OPENBENCH,,4384d85b38c936fd,,San Francisco,CA,,US,biopharmguy_cros,https://www.opnbnch.com/,,,,,,,,biopharmguy_cros_standardized.csv
TEMPO BIOSCIENCE,,3767c3051f3b7a7c,,San Francisco,CA,,US,biopharmguy_cros,https://www.tempobioscience.com/,,,,,,,,biopharmguy_cros_standardized.csv
XIMEDICA,,256698ac541e96d7,,San Francisco,CA,,US,biopharmguy_cros,https://www.ximedica.com/,,,,,,,,biopharmguy_cros_standardized.csv
ZONEONE PHARMA,,10a130fc20ae13c6,,San Francisco,CA,,US,biopharmguy_cros,https://www.zoneonepharma.com/,,,,,,,,biopharmguy_cros_standardized.csv
ABBOMAX,,3f56c8c19d8c384b,,San Jose,CA,,US,biopharmguy_cros,https://www.abbomax.com/,,,,,,,,biopharmguy_cros_standardized.csv
ACROBIOSYSTEMS,,c7d7dc18fb6df8ce,,San Jose,CA,,US,biopharmguy_cros,https://acrobiosystems.com.cn/,,,,,,,,biopharmguy_cros_standardized.csv
ASSAY BIOTECHNOLOGY,,c9e07f0b1feac70d,,San Jose,CA,,US,biopharmguy_cros,https://assaybiotechnology.com/,,,,,,,,biopharmguy_cros_standardized.csv
CLIMAX LABORATORIES,,1bd24728bffb8299,,San Jose,CA,,US,biopharmguy_cros,https://www.climaxlabs.com/,,,,,,,,biopharmguy_cros_standardized.csv
BIOSCIENCESCORP,,c953277dffcb0af1,,San Ramon,CA,,US,biopharmguy_cros,https://www.biosciencescorp.com/,,,,,,,,biopharmguy_cros_standardized.csv
BAYSIDE BIOSCIENCES,,7caa6e02e126613b,,Santa Clara,CA,,US,biopharmguy_cros,http://baysidebio.com/,,,,,,,,biopharmguy_cros_standardized.csv
CYTORUM,,9ce551cde6d8a80e,,Santa Clara,CA,,US,biopharmguy_cros,https://www.cytorum.com/,,,,,,,,biopharmguy_cros_standardized.csv
EAG LABORATORIES,,b74852068d5e745c,,Santa Clara,CA,,US,biopharmguy_cros,https://www.eag.com/industry/pharmaceuticals/,,,,,,,,biopharmguy_cros_standardized.csv
CURELINE,,7e8fd855d058c90d,,South Sf,CA,,US,biopharmguy_cros,https://www.cureline.com/,,,,,,,,biopharmguy_cros_standardized.csv
LIVERITAS BIOSCIENCES,,dd39b2bedf94e6ef,,South Sf,CA,,US,biopharmguy_cros,https://liveritas.bio/,,,,,,,,biopharmguy_cros_standardized.csv
MARWELL BIO,,e3c477c4aa587780,,South Sf,CA,,US,biopharmguy_cros,https://www.marwell.bio/,,,,,,,,biopharmguy_cros_standardized.csv
R2M PHARMA,,15dae13e2de95125,,South Sf,CA,,US,biopharmguy_cros,https://www.r2mpharma.com/,,,,,,,,biopharmguy_cros_standardized.csv
STANDARD BIOTOOLS,,ab8feb394e9c3e17,,South Sf,CA,,US,biopharmguy_cros,https://standardbio.com/,,,,,,,,biopharmguy_cros_standardized.csv
EAG LABORATORIES,,1cb72f5dbfa0d144,,Sunnyvale,CA,,US,biopharmguy_cros,https://www.eag.com/industry/pharmaceuticals/,,,,,,,,biopharmguy_cros_standardized.csv
IGENOMIX,,6b383830f9fa8dae,,Torrance,CA,,US,biopharmguy_cros,https://www.igenomix.com/,,,,,,,,biopharmguy_cros_standardized.csv
AUGMENTA BIOWORKS,,fb71988ab695a204,,Westlake Village,CA,,US,biopharmguy_cros,https://vaxanix.com/,,,,,,,,biopharmguy_cros_standardized.csv
BIOLOOMICS,,44b8cd0325ffb20c,,Boulder,CO,,US,biopharmguy_cros,https://www.bioloomics.com/,,,,,,,,biopharmguy_cros_standardized.csv
KBI BIOPHARMA,,aff90d893b96e9e1,,Boulder,CO,,US,biopharmguy_cros,https://www.kbibiopharma.com,,,,,,,,biopharmguy_cros_standardized.csv
KROMATID,,733fc332b66a6255,,Boulder,CO,,US,biopharmguy_cros,https://kromatid.com/,,,,,,,,biopharmguy_cros_standardized.csv
SOMALOGIC,,f7dfebcb409897d6,,Boulder,CO,,US,biopharmguy_cros,https://somalogic.com/,,,,,,,,biopharmguy_cros_standardized.csv
TOPOGEN,,c83cc8c39d028e6b,,Buena Vista,CO,,US,biopharmguy_cros,https://topogen.com/,,,,,,,,biopharmguy_cros_standardized.csv
ALIRI,,18203a7a0baa8c31,,Colorado Springs,CO,,US,biopharmguy_cros,https://aliribio.com/,,,,,,,,biopharmguy_cros_standardized.csv
INOTIV,,55fd926f696350c9,,Fort Collins,CO,,US,biopharmguy_cros,https://www.inotiv.com/,,,,,,,,biopharmguy_cros_standardized.csv
KBI BIOPHARMA,,840711fce8e1921d,,Louisville,CO,,US,biopharmguy_cros,https://www.kbibiopharma.com,,,,,,,,biopharmguy_cros_standardized.csv
CHEMINPHARMA,,0893845f61175ce8,,Hamden,CT,,US,biopharmguy_cros,https://cheminpharma.com/,,,,,,,,biopharmguy_cros_standardized.csv
NORTHEAST BIOLAB,,7554423c0c366afe,,Hamden,CT,,US,biopharmguy_cros,https://www.nebiolab.com/,,,,,,,,biopharmguy_cros_standardized.csv
ENGINEERED BIOPHARMACEUTICALS,,7cd8f6e8a7eb9911,,Tolland,CT,,US,biopharmguy_cros,http://www.engbiopharm.com/,,,,,,,,biopharmguy_cros_standardized.csv
SINGLERON BIOTECHNOLOGIES,,567f5585fdd4878f,,Woodbridge,CT,,US,biopharmguy_cros,https://singleron.bio/,,,,,,,,biopharmguy_cros_standardized.csv
RAREMOON CONSULTING,,8a0e22b26fea5362,,Washington,DC,,US,biopharmguy_cros,https://www.raremoonconsulting.com/,,,,,,,,biopharmguy_cros_standardized.csv
ACROBIOSYSTEMS,,e5cb7e84930f4e39,,Newark,DE,,US,biopharmguy_cros,https://acrobiosystems.com.cn/,,,,,,,,biopharmguy_cros_standardized.csv
GENE UNIVERSAL,,832afcc3eadb8d9e,,Newark,DE,,US,biopharmguy_cros,https://www.geneuniversal.com/,,,,,,,,biopharmguy_cros_standardized.csv
BIOMATIK,,9dd34d85f91aaff9,,Wilmington,DE,,US,biopharmguy_cros,https://www.biomatik.com,,,,,,,,biopharmguy_cros_standardized.csv
ALCHEM LABORATORIES,,1b2bfe6a7691f408,,Alachua,FL,,US,biopharmguy_cros,https://www.alchem.com/,,,,,,,,biopharmguy_cros_standardized.csv
EUROFINS BPT,,946e6d96d3a4f5e3,,Jacksonville,FL,,US,biopharmguy_cros,https://www.eurofinsus.com/BPT,,,,,,,,biopharmguy_cros_standardized.csv
CAPZER PHARMACEUTICALS,,5c75f2ff752a1ba8,,Lake Worth,FL,,US,biopharmguy_cros,https://capzerpharmaceuticals.com/,,,,,,,,biopharmguy_cros_standardized.csv
IGENOMIX,,d423101661b19474,,Miami,FL,,US,biopharmguy_cros,https://www.igenomix.com/,,,,,,,,biopharmguy_cros_standardized.csv
PROTEAN BIODIAGNOSTICS,,9533c30f6f8ded67,,Orlando,FL,,US,biopharmguy_cros,https://www.proteanbiodx.com/,,,,,,,,biopharmguy_cros_standardized.csv
PACE,,665db306aadcdd84,,Ormond Beach,FL,,US,biopharmguy_cros,https://www.pacelabs.com/,,,,,,,,biopharmguy_cros_standardized.csv
CALLAN PHARMA SERVICES,,13c2b1fc07db226e,,Tampa,FL,,US,biopharmguy_cros,https://callanpharma.com/,,,,,,,,biopharmguy_cros_standardized.csv
LONZA,,9dbb042724f04022,,Tampa,FL,,US,biopharmguy_cros,https://www.lonza.com/,,,,,,,,biopharmguy_cros_standardized.csv
LECTENZ BIO,,6ac6058d83194fde,,Athens,GA,,US,biopharmguy_cros,https://lectenz.com/,,,,,,,,biopharmguy_cros_standardized.csv
MIMEDX,,6a74e2623ac88b47,,Marietta,GA,,US,biopharmguy_cros,https://www.mimedx.com/,,,,,,,,biopharmguy_cros_standardized.csv
CAPRICO BIOTECHNOLOGIES,,d74de4403c364215,,Norcross,GA,,US,biopharmguy_cros,https://www.capricobio.com/,,,,,,,,biopharmguy_cros_standardized.csv
DR. REDDY'S LABORATORIES,,bbee6a54ef2d93d9,,Norcross,GA,,US,biopharmguy_cros,https://www.drreddys.com/,,,,,,,,biopharmguy_cros_standardized.csv
SPEED LABORATORY,,d6588ca694602b3b,,Norcross,GA,,US,biopharmguy_cros,https://speedlaboratory.net/,,,,,,,,biopharmguy_cros_standardized.csv
ALTURAS ANALYTICS,,692e9669f322fb8b,,Moscow,ID,,US,biopharmguy_cros,https://alturasanalytics.com/,,,,,,,,biopharmguy_cros_standardized.csv
INTERACTOME BIOTHERAPEUTICS,,7efc9fadb5031685,,Chicago,IL,,US,biopharmguy_cros,https://www.interactomebio.com/,,,,,,,,biopharmguy_cros_standardized.csv
REGIS CHROMATOGRAPHY,,3c84aff51dd3d834,,Morton Grove,IL,,US,biopharmguy_cros,https://www.registech.com/,,,,,,,,biopharmguy_cros_standardized.csv
STERIGENICS,,a778b87fa1f2145a,,Oak Brook,IL,,US,biopharmguy_cros,https://sterigenics.com/,,,,,,,,biopharmguy_cros_standardized.csv
HEMATOGENIX,,6ede4a497a8b0b9f,,Tinley Park,IL,,US,biopharmguy_cros,https://hematogenix.com/,,,,,,,,biopharmguy_cros_standardized.csv
COLE-PARMER,,251a74d2fcf72781,,Vernon Hills,IL,,US,biopharmguy_cros,https://www.coleparmer.com/,,,,,,,,biopharmguy_cros_standardized.csv
SWORD BIO,,8f9d5c8ef2de4450,,Carmel,IN,,US,biopharmguy_cros,https://swordbio.com/,,,,,,,,biopharmguy_cros_standardized.csv
GENEZEN,,9ca0cd55556b622e,,Indianapolis,IN,,US,biopharmguy_cros,https://www.genezen.com/,,,,,,,,biopharmguy_cros_standardized.csv
PACE,,de32443013040269,,Indianapolis,IN,,US,biopharmguy_cros,https://www.pacelabs.com/,,,,,,,,biopharmguy_cros_standardized.csv
PERFORMANCE VALIDATION,,288f9d2e23a6e648,,Indianapolis,IN,,US,biopharmguy_cros,https://perfval.com/,,,,,,,,biopharmguy_cros_standardized.csv
SENTRY BIOPHARMA SERVICES,,dd9c0743d5896ecc,,Indianapolis,IN,,US,biopharmguy_cros,https://sentrybps.com/,,,,,,,,biopharmguy_cros_standardized.csv
AKINA,,31ee506830955396,,West Lafayette,IN,,US,biopharmguy_cros,http://akinainc.com/,,,,,,,,biopharmguy_cros_standardized.csv
INOTIV,,8b94ba84299a83eb,,West Lafayette,IN,,US,biopharmguy_cros,https://www.inotiv.com/,,,,,,,,biopharmguy_cros_standardized.csv
PACE,,8768000fbbc435b9,,Frontenac,KS,,US,biopharmguy_cros,https://www.pacelabs.com/,,,,,,,,biopharmguy_cros_standardized.csv
EUROFINS VIRACOR BIOPHARMA SERVICES,,11f3cbe643ac9f45,,Lenexa,KS,,US,biopharmguy_cros,https://www.eurofins-viracorbiopharma.com/,,,,,,,,biopharmguy_cros_standardized.csv
PACE,,527465d8c43cf118,,Lenexa,KS,,US,biopharmguy_cros,https://www.pacelabs.com/,,,,,,,,biopharmguy_cros_standardized.csv
MICROBIOLOGICS,,49b18d4e06fcb8da,,Lexington,KY,,US,biopharmguy_cros,https://www.microbiologics.com/,,,,,,,,biopharmguy_cros_standardized.csv
ADVANCED SOLUTIONS LIFE SCIENCES,,8b987e668bf64e0d,,Louisville,KY,,US,biopharmguy_cros,https://www.advancedsolutions.com/,,,,,,,,biopharmguy_cros_standardized.csv
EUROFINS GENOMICS,,3248db24a6f5ee91,,Louisville,KY,,US,biopharmguy_cros,https://eurofinsgenomics.com/en/home/,,,,,,,,biopharmguy_cros_standardized.csv
PHARMARON,,869bba3e8b6343c8,,Louisville,KY,,US,biopharmguy_cros,https://www.pharmaron.com/,,,,,,,,biopharmguy_cros_standardized.csv
PACE,,a4856425dc71492c,,St. Rose,LA,,US,biopharmguy_cros,https://www.pacelabs.com/,,,,,,,,biopharmguy_cros_standardized.csv
ELEMENT,,d1c9503da0b748f0,,Acton,MA,,US,biopharmguy_cros,https://www.element.com/life-sciences,,,,,,,,biopharmguy_cros_standardized.csv
MATTEK,,5f9d3f45b24b90b5,,Ashland,MA,,US,biopharmguy_cros,https://www.mattek.com/,,,,,,,,biopharmguy_cros_standardized.csv
INTEGRAL BIOSYSTEMS,,342a81f2f42ba6ef,,Bedford,MA,,US,biopharmguy_cros,https://integralbiosystems.com/,,,,,,,,biopharmguy_cros_standardized.csv
SEQWELL,,d39b629155c19ef2,,Beverly,MA,,US,biopharmguy_cros,https://seqwell.com/,,,,,,,,biopharmguy_cros_standardized.csv
BIOAGILYTIX,,eda6a2b23686a68b,,Boston,MA,,US,biopharmguy_cros,https://www.bioagilytix.com/,,,,,,,,biopharmguy_cros_standardized.csv
ETON BIOSCIENCE,,844d478606be75f8,,Boston,MA,,US,biopharmguy_cros,https://etonbio.com/,,,,,,,,biopharmguy_cros_standardized.csv
SOPHIA GENETICS,,ac4b4a39a33ca56a,,Boston,MA,,US,biopharmguy_cros,https://www.sophiagenetics.com/,,,,,,,,biopharmguy_cros_standardized.csv
ACROBIOSYSTEMS,,4748468576480131,,Cambridge,MA,,US,biopharmguy_cros,https://acrobiosystems.com.cn/,,,,,,,,biopharmguy_cros_standardized.csv
AVASTUS PRECLINICAL SERVICES,,8b8e9f505692c81f,,Cambridge,MA,,US,biopharmguy_cros,https://avastusps.com/,,,,,,,,biopharmguy_cros_standardized.csv
BGI,,d00e825c9d56f7ca,,Cambridge,MA,,US,biopharmguy_cros,https://www.bgi.com/us/,,,,,,,,biopharmguy_cros_standardized.csv
BRIDGE INFORMATICS,,7464132c354116cc,,Cambridge,MA,,US,biopharmguy_cros,https://bridgeinformatics.com/,,,,,,,,biopharmguy_cros_standardized.csv
CYTEL,,f52cfa001ec0b717,,Cambridge,MA,,US,biopharmguy_cros,https://cytel.com/,,,,,,,,biopharmguy_cros_standardized.csv
FUJIFILM PHARMA,,be812baff281197d,,Cambridge,MA,,US,biopharmguy_cros,https://www.fujifilmpharma.com/,,,,,,,,biopharmguy_cros_standardized.csv
GLOBALBIO,,af96bb245f4ef7fc,,Cambridge,MA,,US,biopharmguy_cros,https://globalbioinc.com/Home/,,,,,,,,biopharmguy_cros_standardized.csv
NONA BIOSCIENCES,,3983239d36eb2765,,Cambridge,MA,,US,biopharmguy_cros,https://nonabio.com/,,,,,,,,biopharmguy_cros_standardized.csv
QUINTARA BIO,,fb392255a274d19e,,Cambridge,MA,,US,biopharmguy_cros,https://www.quintarabio.com/,,,,,,,,biopharmguy_cros_standardized.csv
QUIVER BIOSCIENCE,,a559ff5c595baea0,,Cambridge,MA,,US,biopharmguy_cros,https://www.quiverbioscience.com/,,,,,,,,biopharmguy_cros_standardized.csv
STEMCELLERANT,,b43e26bc4be736a0,,Cambridge,MA,,US,biopharmguy_cros,https://www.stemcellerant.com/,,,,,,,,biopharmguy_cros_standardized.csv
WYZER BIOSCIENCES,,5c55458a2852f250,,Cambridge,MA,,US,biopharmguy_cros,https://www.wyzerbio.com/wyzerBioWebapp/,,,,,,,,biopharmguy_cros_standardized.csv
AB BIOSCIENCES,,0545fb2ae8b07142,,Concord,MA,,US,biopharmguy_cros,https://abbiosciences.com/,,,,,,,,biopharmguy_cros_standardized.csv
VARIANTYX,,6d5c4f79ac45e630,,Framingham,MA,,US,biopharmguy_cros,https://www.variantyx.com/,,,,,,,,biopharmguy_cros_standardized.csv
ACPHARIS,,2a648357331fd476,,Holliston,MA,,US,biopharmguy_cros,https://acpharis.com/,,,,,,,,biopharmguy_cros_standardized.csv
OLIGO FACTORY,,9306a2164234b05e,,Holliston,MA,,US,biopharmguy_cros,https://oligofactory.com/,,,,,,,,biopharmguy_cros_standardized.csv
EPIGENDX,,29e60f3c42045fd9,,Hopkinton,MA,,US,biopharmguy_cros,https://epigendx.com/,,,,,,,,biopharmguy_cros_standardized.csv
RUBIX LIFE SCIENCES,,93b914104df931e4,,Lawrence,MA,,US,biopharmguy_cros,https://www.rubixls.com/,,,,,,,,biopharmguy_cros_standardized.csv
SHARP,,f7612a9f57b903cd,,Lee,MA,,US,biopharmguy_cros,https://www.sharpservices.com/,,,,,,,,biopharmguy_cros_standardized.csv
POLYORG,,fb07e66310af46e0,,Leominster,MA,,US,biopharmguy_cros,https://polyorginc.com/,,,,,,,,biopharmguy_cros_standardized.csv
GENEZEN,,ef35fd7f1c279cf4,,Lexington,MA,,US,biopharmguy_cros,https://www.genezen.com/,,,,,,,,biopharmguy_cros_standardized.csv
INNOVO BIOANALYSIS,,9103627f96066e6d,,Mansfield,MA,,US,biopharmguy_cros,http://innovobioanalysis.com/,,,,,,,,biopharmguy_cros_standardized.csv
JORDI LABS,,87b23300dbe4a1a7,,Mansfield,MA,,US,biopharmguy_cros,https://jordilabs.com/,,,,,,,,biopharmguy_cros_standardized.csv
CHROMETTEX,,824c034325999b51,,Milford,MA,,US,biopharmguy_cros,http://www.chromettex.com/,,,,,,,,biopharmguy_cros_standardized.csv
SERACARE LIFE SCIENCES,,fc60a9e3248be65b,,Milford,MA,,US,biopharmguy_cros,https://www.seracare.com/,,,,,,,,biopharmguy_cros_standardized.csv
ANOIXIS,,91d6b795660c00fc,,Natick,MA,,US,biopharmguy_cros,http://anoixiscorp.com/,,,,,,,,biopharmguy_cros_standardized.csv
CARNA BIOSCIENCES,,22994d761f3495a3,,Natick,MA,,US,biopharmguy_cros,https://www.carnabio.com/english/,,,,,,,,biopharmguy_cros_standardized.csv
STC BIOLOGICS,,6f0c32edb36cbf00,,Newton,MA,,US,biopharmguy_cros,https://stcbiologics.com/,,,,,,,,biopharmguy_cros_standardized.csv
GENOSKIN,,e812f1742a4b112b,,Salem,MA,,US,biopharmguy_cros,https://genoskin.com/,,,,,,,,biopharmguy_cros_standardized.csv
FULCRUM GENOMICS,,ae1e53fd2c8b4c2f,,Somerville,MA,,US,biopharmguy_cros,https://fulcrumgenomics.com/,,,,,,,,biopharmguy_cros_standardized.csv
UNICUS PHARMACEUTICALS,,566037bc82c848db,,Taunton,MA,,US,biopharmguy_cros,https://www.unicuspharma.com/,,,,,,,,biopharmguy_cros_standardized.csv
BIOCYTOGEN,,a82dae0502fb7aa7,,Waltham,MA,,US,biopharmguy_cros,https://biocytogen.com/,,,,,,,,biopharmguy_cros_standardized.csv
BRICKBIO,,82a32d8547631387,,Waltham,MA,,US,biopharmguy_cros,https://www.brickbio.com/,,,,,,,,biopharmguy_cros_standardized.csv
NANOMOSAIC,,8f55edcb60a505b4,,Waltham,MA,,US,biopharmguy_cros,https://www.nanomosaicllc.com/,,,,,,,,biopharmguy_cros_standardized.csv
X-CHEM PHARMACEUTICALS,,a19aaecb7ee8f441,,Waltham,MA,,US,biopharmguy_cros,https://www.x-chemrx.com/,,,,,,,,biopharmguy_cros_standardized.csv
ABCLONAL,,6eef3cb06d0fe2c4,,Woburn,MA,,US,biopharmguy_cros,https://abclonal.com/,,,,,,,,biopharmguy_cros_standardized.csv
COVALX,,cc53b99a7fcc2dd1,,Woburn,MA,,US,biopharmguy_cros,https://covalx.com/,,,,,,,,biopharmguy_cros_standardized.csv
CREAGEN,,95572f88325e58f4,,Woburn,MA,,US,biopharmguy_cros,http://www.creagenbio.com,,,,,,,,biopharmguy_cros_standardized.csv
NEXTCEA,,e89f813f15357347,,Woburn,MA,,US,biopharmguy_cros,https://nextcea.com/,,,,,,,,biopharmguy_cros_standardized.csv
NOVABIOASSAYS,,d3c87e72c059fe05,,Woburn,MA,,US,biopharmguy_cros,https://www.novabioassays.com/,,,,,,,,biopharmguy_cros_standardized.csv
RILAS TECHNOLOGIES,,27bd45285023c6ed,,Woburn,MA,,US,biopharmguy_cros,https://rilastech.com/,,,,,,,,biopharmguy_cros_standardized.csv
SANGUINE BIOSCIENCES,,ac63a6a7dd114ece,,Woburn,MA,,US,biopharmguy_cros,https://sanguinebio.com/,,,,,,,,biopharmguy_cros_standardized.csv
SEROMYX SYSTEMS,,c691a7cd4c135e3b,,Woburn,MA,,US,biopharmguy_cros,https://www.seromyx.com/,,,,,,,,biopharmguy_cros_standardized.csv
ANTIGEN TARGETING CONSULTING,,b238558b8352199b,,Worcester,MA,,US,biopharmguy_cros,https://www.atcs-incorporated.com/,,,,,,,,biopharmguy_cros_standardized.csv
WELGEN,,f1e9ee1d43f758d0,,Worcester,MA,,US,biopharmguy_cros,https://www.welgen.com/,,,,,,,,biopharmguy_cros_standardized.csv
YUROGEN BIOSYSTEMS,,5df201ceca862b78,,Worcester,MA,,US,biopharmguy_cros,https://www.yurogen.com/,,,,,,,,biopharmguy_cros_standardized.csv
ARETERNA,,fe905044cf5d444b,,Bethesda,MD,,US,biopharmguy_cros,https://areterna.com/,,,,,,,,biopharmguy_cros_standardized.csv
EMINENT SERVICES,,c91967fa76bfa149,,Frederick,MD,,US,biopharmguy_cros,https://www.emiserv.com/,,,,,,,,biopharmguy_cros_standardized.csv
KEMP PROTEINS,,e9edccfdfe50f569,,Frederick,MD,,US,biopharmguy_cros,https://kempproteins.com/,,,,,,,,biopharmguy_cros_standardized.csv
POOCHON PROTEOMICS SOLUTIONS,,3bc22d7db0f29679,,Frederick,MD,,US,biopharmguy_cros,https://www.poochonscientific.com/,,,,,,,,biopharmguy_cros_standardized.csv
PRECISION FOR MEDICINE,,e093fc9de425382c,,Frederick,MD,,US,biopharmguy_cros,https://www.precisionformedicine.com/,,,,,,,,biopharmguy_cros_standardized.csv
CEPHAM LIFE SCIENCES,,13a0ff3ff74e0103,,Fulton,MD,,US,biopharmguy_cros,https://cephamls.com/,,,,,,,,biopharmguy_cros_standardized.csv
EZBIOME,,5d943e3c612fc6be,,Gaithersburg,MD,,US,biopharmguy_cros,https://ezbiome.com/,,,,,,,,biopharmguy_cros_standardized.csv
AMADOR BIOSCIENCE,,74ff2015ac0511b1,,Germantown,MD,,US,biopharmguy_cros,https://www.amadorbioscience.com/,,,,,,,,biopharmguy_cros_standardized.csv
